level_1,level_1_desc,level_2,level_2_desc,level_3,level_3_desc,level_4,level_4_desc,level_5,level_5_desc,leaf,leaf_desc
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66115,WORLDWIDE MFG SUPPORT
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66116,COO T&E
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66117,Global Quality T&E
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66118,Global Proc. T&E
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66121,NA MFG ADMIN
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66122,NA SC Finance
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66125,CUSTOMER SERVICE
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66131,SUPPLY CHAIN OPER
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66140,PACKAGING DEVELOP
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66142,P/L PACKAGING - NA
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66170,HQ COGS INCENTIVES
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66171,HQWE COGS INCENTIVES
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66172,HQAP COGS INCENTIVES
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66173,HQLA COGS INCENTIVES
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66174,HQEU COGS INCENTIVES
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66175,NA COGS INCENTIVES
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),CGF66185,Procurement
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_StockAdj,Stock Adjustments (C12),CGF66500,STOCK ADJ
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_StockAdj,Stock Adjustments (C12),CGF66502,Stock Adjustment SWE
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_InvtyReval,Inventory Revaluation (C15),CGF67101,INVENTORY REVAL
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_InvtyReval,Inventory Revaluation (C15),CGF67103,INVENTORY REVAL JOLI
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),CGF67903,ALSIP WAREHOUSE
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),CGF67906,PPV HQ US
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),CGF67907,Maquilas Natur PPV
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),CGF72000,FS MKTING ADMIN
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),CGF72055,GLOBAL MKTG ADMIN
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_MktResearch,Market Research (M04),CGF72160,Market Research
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Samples,Samples Expense (M09),CGF72300,RETAIL SAMPLES
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Samples,Samples Expense (M09),CGF72302,FOOD SERV SAMPLES
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Samples,Samples Expense (M09),CGF72304,PURVIA SAMPLES
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Samples,Samples Expense (M09),CGF72306,WESCO SAMPLE
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_SalesMktDev,Sales and Marketing Development (M01),CGF72310,Wesco Sales Admin
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),CGF72400,Equal Advertising
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),CGF72402,ADVERTISING - SAME
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),CGF72403,PR ADV - GREEN
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),CGF72404,ADVERTISING - EQUAL
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),CGF72409,ADVERTISING - PUREVI
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),CGF72415,ADVERTISING - WESCO
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),CGF72450,GLOBAL ADVERTISING
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),CGF72515,VP MARKETING
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_CustomerService,Customer Service,CGF72520,SALES MGT ADMIN
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),CGF72521,NA MARKETING
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),CGF72522,NA ECOMMERCE
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),CGF72530,ACH TRANSITION CSTS
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),CGF72540,RETAIL SALES ADMIN
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),CGF72550,FD SERV SALES ADMIN
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72700,GROC COMM - EQUAL
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72701,Commissions SWE US
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72702,Commiss SWE Canada
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72705,DIR COMM-EQUAL
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72710,MILITARY COMM- EQUAL
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72715,FS REST COMMISSION
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72716,FS BROKER COMM
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72720,FS OCS COMMISSION
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72730,CLUB/MASS COMM
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72735,WESCO COMMISSIONS
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72751,COMMISSIONS - PR
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72752,PRIVATE LABEL COMM
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72755,PUREVIA COMMISSIONS
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72760,EQUAL BONUS INCENT
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72765,BONUS - PUREVIA
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),CGF72770,FS BONUS INCENTIVE
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),CGF73276,INCENTIVES - MKTG
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_RelationMktg,Relationship Marketing (M07),CGF73300,EQUAL RELATIONSHIP M
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_RelationMktg,Relationship Marketing (M07),CGF73315,CONSUMER AFFAIRS
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_RelationMktg,Relationship Marketing (M07),CGF73318,WESCO RELATIONSHIP
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),CGF73327,PUREVIA MKTG
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),CGF73335,F/S PROMOTIONS
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),CGF73350,Equal Promotions
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),CGF73352,TRADE PROMO - SAME
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),CGF73356,Promotions Swerve
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),CGF73366,WESCO PROMOTIONS
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),CGF73390,ACCOUNT BASED MARKET
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF73500,GROUP ADMINISTRATION
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF73501,GROUP ADMINISTRATION
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF73515,OFF. OF CHAIRMAN
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF73525,CEO
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF73545,GEN ADMIN
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_HR,Human Resources (A01),CGF73710,HUMAN RESOURCES
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Facilities,General Office and Facilities (A17),CGF73800,CHICAGO FACILITIES
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Facilities,General Office and Facilities (A17),CGF73805,INSURANCE
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",CGF73900,FINANCE-CFO
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",CGF73910,CONTROLLER
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",CGF73925,CORPORATE FP & A
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",CGF73950,FINANCE AMERICA'S
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",CGF73960,AUDIT
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_Treasury,Treasury (A03),CGF74000,TREASURY
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Legal,Legal (A04),CGF74100,LAW
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Legal,Legal (A04),CGF74101,LEGAL - PR
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Legal,Legal (A04),CGF74102,REGULATORY
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Legal,Legal (A04),CGF74105,WES LEGAL
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_OtherGandA,Other General and Administrative,CC_AddbackAdjEBIDTA,Adjusted EBITDA Addback (A13),CGF74501,Project SWEETNESS
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_OtherGandA,Other General and Administrative,CC_AddbackAdjEBIDTA,Adjusted EBITDA Addback (A13),CGF74502,BRANDED CPG-SG&A
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF74600,HQ ADMIN INCENTIVES
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF74602,HQWE ADMIN INCENTIVE
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF74603,HQEMEA ADMIN INCENTI
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF74604,HQAP ADMIN INCENTIVE
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF74605,NA ADMIN INCENTIVES
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF74606,HQLA ADMIN INCENTIVE
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),CGF74607,HQEU ADMIN INCENTIVE
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),CGF74700,IT
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),CGF74701,IT_NORTH AMERICA BUSINESS APPLICATIONS
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),CGF74702,NA INFRASTRUCTURE
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_Tax,Tax (A08),CGF74800,TAX
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_DoubtfulAccts,Provision For Doubtful Accounts (A27),CGF75000,SMALL BAL WRITE-OFF
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_DoubtfulAccts,Provision For Doubtful Accounts (A27),CGF75001,PROV DOUB ACCTS-PR
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_DoubtfulAccts,Provision For Doubtful Accounts (A27),CGF75006,Military Activity
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_OtherGandA,Other General and Administrative,CC_RestructAdmin,Restructuring Costs - Administration (A26),CGF75910,STRATEGIC INITIATIVE
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_ResrchNewProdDev,Research and New Product Development,CC_Engineering,Engineering Expense (T05),CGF76150,HQ SC TECHNICAL COST
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_ResrchNewProdDev,Research and New Product Development,CC_Engineering,Engineering Expense (T05),CGF76160,HQ TECHNICAL INCENT
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_ResrchNewProdDev,Research and New Product Development,CC_Engineering,Engineering Expense (T05),CGF76170,NO AMER TECH EXP
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_ResrchNewProdDev,Research and New Product Development,CC_Engineering,Engineering Expense (T05),CGF76180,WES R & d
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),DEF62520,DISTRIBUTION EXPORT
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),DEF65510,Other Variances
